Phrase_ID	YUA	ES	Communicative_Context
YUAES0011244	Suuk in jaantik junxéet' chak waaj tin k'óoben	Acostumbro comer un pezado de tortilla roja en mi cocina	COMMC0026
YUAES0011245	Suuk in jaantik junxéet' chak waaj tu k'óoben Patricia	Acostumbro comer un pedazo de tortilla roja en su cocina de Patricia	COMMC0026
YUAES0011246	Suuk in jaantik junxéet' chich waaj	Acostumbro comer un pedazo de tortilla dura	COMMC0026
YUAES0011247	Suuk in jaantik junxéet' chich waaj tin k'óoben	Acostumbro comer un pezado de tortilla dura en mi cocina	COMMC0026
YUAES0011248	Suuk in jaantik junxéet' chich waaj tu k'óoben Patricia	Acostumbro comer un pedazo de tortilla dura en su cocina de Patricia	COMMC0026
YUAES0011249	Suuk in jaantik junxéet' chichan waaj	Acostumbro comer un pedazo de tortilla pequeña	COMMC0026
YUAES0011250	Suuk in jaantik junxéet' chichan waaj tin k'óoben	Acostumbro comer un pezado de tortilla pequeña en mi cocina	COMMC0026
YUAES0011251	Suuk in jaantik junxéet' chichan waaj tu k'óoben Patricia	Acostumbro comer un pedazo de tortilla pequeña en su cocina de Patricia	COMMC0026
YUAES0011252	Suuk in jaantik junxéet' chokoj waaj	Acostumbro comer un pedazo de tortilla caliente	COMMC0026
YUAES0011253	Suuk in jaantik junxéet' chokoj waaj tin k'óoben	Acostumbro comer un pezado de tortilla caliente en mi cocina	COMMC0026
YUAES0011254	Suuk in jaantik junxéet' chokoj waaj tu k'óoben Patricia	Acostumbro comer un pedazo de tortilla caliente en su cocina de Patricia	COMMC0026
YUAES0011255	Suuk in jaantik junxéet' ch'óoch' waaj	Acostumbro comer un pedazo de tortilla salada	COMMC0026
YUAES0011256	Suuk in jaantik junxéet' ch'óoch' waaj tin k'óoben	Acostumbro comer un pezado de tortilla salada en mi cocina	COMMC0026
YUAES0011257	Suuk in jaantik junxéet' ch'óoch' waaj tu k'óoben Patricia	Acostumbro comer un pedazo de tortilla salada en su cocina de Patricia	COMMC0026
YUAES0011258	Suuk in jaantik junxéet' k'an waaj	Acostumbro comer un pedazo de tortilla amarilla	COMMC0026
YUAES0011259	Suuk in jaantik junxéet' k'an waaj tin k'óoben	Acostumbro comer un pezado de tortilla amarilla en mi cocina	COMMC0026
YUAES0011260	Suuk in jaantik junxéet' k'an waaj tu k'óoben Patricia	Acostumbro comer un pedazo de tortilla amarilla en su cocina de Patricia	COMMC0026
YUAES0011261	Suuk in jaantik junxéet' nojoch waaj	Acostumbro comer un pedazo de tortilla grande	COMMC0026
YUAES0011262	Suuk in jaantik junxéet' nojoch waaj tin k'óoben	Acostumbro comer un pezado de tortilla grande en mi cocina	COMMC0026
YUAES0011263	Suuk in jaantik junxéet' nojoch waaj tu k'óoben Patricia	Acostumbro comer un pedazo de tortilla grande en su cocina de Patricia	COMMC0026
YUAES0011264	Suuk in jaantik junxéet' sak peet waaj	Acostumbro comer un pedazo de tortilla blancusca	COMMC0026
YUAES0011265	Suuk in jaantik junxéet' sak peet waaj tin k'óoben	Acostumbro comer un pezado de tortilla blancusca en mi cocina	COMMC0026
YUAES0011266	Suuk in jaantik junxéet' sak peet waaj tu k'óoben Patricia	Acostumbro comer un pedazo de tortilla blancusca en su cocina de Patricia	COMMC0026
YUAES0011267	Suuk in jaantik junxéet' sak waaj	Acostumbro comer un pedazo de tortilla blanca	COMMC0026
YUAES0011268	Suuk in jaantik junxéet' sak waaj tin k'óoben	Acostumbro comer un pezado de tortilla blanca en mi cocina	COMMC0026
YUAES0011269	Suuk in jaantik junxéet' sak waaj tu k'óoben Patricia	Acostumbro comer un pedazo de tortilla blanca en su cocina de Patricia	COMMC0026
YUAES0011270	Suuk in jaantik junxéet' síis waaj	Acostumbro comer un pedazo de tortilla fría	COMMC0026
YUAES0011271	Suuk in jaantik junxéet' síis waaj tin k'óoben	Acostumbro comer un pezado de tortilla fría en mi cocina	COMMC0026
YUAES0011272	Suuk in jaantik junxéet' síis waaj tu k'óoben Patricia	Acostumbro comer un pedazo de tortilla fría en su cocina de Patricia	COMMC0026
YUAES0011273	Suuk in jaantik junxéet' ts'u'uy waaj	Acostumbro comer un pedazo de tortilla dura	COMMC0026
YUAES0011274	Suuk in jaantik junxéet' ts'u'uy waaj tin k'óoben	Acostumbro comer un pezado de tortilla dura en mi cocina	COMMC0026
YUAES0011275	Suuk in jaantik junxéet' ts'u'uy waaj tu k'óoben Patricia	Acostumbro comer un pedazo de tortilla dura en su cocina de Patricia	COMMC0026
YUAES0011276	Suuk in jaantik junxéet waaj	Acostumbro comer un pedazo de tortilla	COMMC0026
YUAES0011277	Suuk in jaantik junxéet waaj tin k'óoben	Acostumbro comer un pedazo de tortilla en mi cocina	COMMC0026
YUAES0011278	Suuk in jaantik k'an waaj	Acostumbro comer tortillas amarillas	COMMC0026
YUAES0011279	Suuk in jaantik k'an waaj tin naay	Acostumbro comer tortillas amarillas en mi casa	COMMC0026
YUAES0011280	Suuk in jaantik k'an waaj tin wotoch	Acostumbro comer tortillas amarillas en mi casa	COMMC0026
YUAES0011281	Suuk in jaantik k'an waaj yéetel in chiich	Acostumbro comer tortillas amarillas con mi abuela	COMMC0026
YUAES0011282	Suuk in jaantik k'an waaj yéetel in chiicho'ob	Acostumbro comer tortillas amarillas con mis abuelas	COMMC0026
YUAES0011283	Suuk in jaantik k'an waaj yéetel in kiik	Acostumbro comer tortillas amarillas con mi hermana	COMMC0026
YUAES0011284	Suuk in jaantik k'an waaj yéetel in kiiko'ob	Acostumbro comer tortillas amarillas con mis hermanas	COMMC0026
YUAES0011285	Suuk in jaantik k'an waaj yéetel in na'	Acostumbro comer tortillas amarillas con mi mamá	COMMC0026
YUAES0011286	Suuk in jaantik k'an waaj yéetel in nool	Acostumbro comer tortillas amarillas con mi abuelo	COMMC0026
YUAES0011287	Suuk in jaantik k'an waaj yéetel in noolo'ob	Acostumbro comer tortillas amarillas con mis abuelos	COMMC0026
YUAES0011288	Suuk in jaantik k'an waaj yéetel in suku'un	Acostumbro comer tortillas amarillas con mi hermano	COMMC0026
YUAES0011289	Suuk in jaantik k'an waaj yéetel in suku'uno'ob	Acostumbro comer tortillas amarillas con mis hermanos	COMMC0026
YUAES0011290	Suuk in jaantik k'an waaj yéetel in wáabil	Acostumbro comer tortillas amarillsa con mi nieto	COMMC0026
YUAES0011291	Suuk in jaantik k'an waaj yéetel in wáabil	Acostumbro comer tortillas amarillas con mi nieta	COMMC0026
YUAES0011292	Suuk in jaantik k'an waaj yéetel in wáabilo'ob	Acostumbro comer tortillas amarillas con mis nietas	COMMC0026
YUAES0011293	Suuk in jaantik k'an waaj yéetel in wáabilo'ob	Acostumbro comer tortillas amarillas con mis nietos	COMMC0026
YUAES0011294	Suuk in jaantik k'an waaj yéetel in waal	Acostumbro comer tortillas amarillas con mi hijo	COMMC0026
YUAES0011295	Suuk in jaantik k'an waaj yéetel in waal	Acostumbro comer tortillas amarillas con mi hija	COMMC0026
YUAES0011296	Suuk in jaantik k'an waaj yéetel in waalo'ob	Acostumbro comer tortillas amarillas con mis hijos	COMMC0026
YUAES0011297	Suuk in jaantik k'an waaj yéetel in watan	Acostumbro comer tortillas amarillas con mi esposa	COMMC0026
YUAES0011298	Suuk in jaantik k'an waaj yéetel in wíicham	Acostumbro comer tortillas amarillas con mi esposo	COMMC0026
YUAES0011299	Suuk in jaantik k'an waaj yéetel in wíits'in	Acostumbro comer tortillas amarillas con mi hermanito	COMMC0026
YUAES0011300	Suuk in jaantik k'an waaj yéetel in wíits'in	Acostumbro comer tortillas amarillas con mi hermanita	COMMC0026
YUAES0011301	Suuk in jaantik k'an waaj yéetel in wíits'ino'ob	Acostumbro comer tortillas amarillas con mis hermanitos	COMMC0026
YUAES0011302	Suuk in jaantik k'an waaj yéetel in wíits'ino'ob	Acostumbro comer tortillas amarillas con mis hermanitas	COMMC0026
YUAES0011303	Suuk in jaantik k'an waaj yéetel in yuum	Acostumbro comer tortillas amarillas con mi papá	COMMC0026
YUAES0011304	Suuk in jaantik nonoj waaj	Acostumbro comer suficientes tortillas	COMMC0026
YUAES0011305	Suuk in jaantik nonoj waaj tin naay	Acostumbro comer suficientes tortillas en mi casa	COMMC0026
YUAES0011306	Suuk in jaantik nonoj waaj tin wotoch	Acostumbro comer suficientes tortillas en mi casa	COMMC0026
YUAES0011307	Suuk in jaantik nonoj waaj yéetel in chiich	Acostumbro comer suficientes tortillas con mi abuela	COMMC0026
YUAES0011308	Suuk in jaantik nonoj waaj yéetel in chiicho'ob	Acostumbro comer suficientes tortillas con mis abuelas	COMMC0026
YUAES0011309	Suuk in jaantik nonoj waaj yéetel in kiik	Acostumbro comer suficientes tortillas con mi hermana	COMMC0026
YUAES0011310	Suuk in jaantik nonoj waaj yéetel in kiiko'ob	Acostumbro comer suficientes tortillas con mis hermanas	COMMC0026
YUAES0011311	Suuk in jaantik nonoj waaj yéetel in na'	Acostumbro comer suficientes tortillas con mi mamá	COMMC0026
YUAES0011312	Suuk in jaantik nonoj waaj yéetel in nool	Acostumbro comer suficientes tortillas con mi abuelo	COMMC0026
YUAES0011313	Suuk in jaantik nonoj waaj yéetel in noolo'ob	Acostumbro comer suficientes tortillas con mis abuelos	COMMC0026
YUAES0011314	Suuk in jaantik nonoj waaj yéetel in suku'un	Acostumbro comer suficientes tortillas con mi hermano	COMMC0026
YUAES0011315	Suuk in jaantik nonoj waaj yéetel in suku'uno'ob	Acostumbro comer suficientes tortillas con mis hermanos	COMMC0026
YUAES0011316	Suuk in jaantik nonoj waaj yéetel in wáabil	Acostumbro comer suficientes tortillas con mi nieto	COMMC0026
YUAES0011317	Suuk in jaantik nonoj waaj yéetel in wáabil	Acostumbro comer suficientes tortillas con mi nieta	COMMC0026
YUAES0011318	Suuk in jaantik nonoj waaj yéetel in wáabilo'ob	Acostumbro comer suficientes tortillas con mis nietas	COMMC0026
YUAES0011319	Suuk in jaantik nonoj waaj yéetel in wáabilo'ob	Acostumbro comer suficientes tortillas con mis nietos	COMMC0026
YUAES0011320	Suuk in jaantik nonoj waaj yéetel in waal	Acostumbro comer suficientes tortillas con mi hijo	COMMC0026
YUAES0011321	Suuk in jaantik nonoj waaj yéetel in waal	Acostumbro comer suficientes tortillas con mi hija	COMMC0026
YUAES0011322	Suuk in jaantik nonoj waaj yéetel in waalo'ob	Acostumbro comer suficientes tortillas con mis hijos	COMMC0026
YUAES0011323	Suuk in jaantik nonoj waaj yéetel in watan	Acostumbro comer suficientes tortillas con mi esposa	COMMC0026
YUAES0011324	Suuk in jaantik nonoj waaj yéetel in wíichan	Acostumbro comer suficientes tortillas con mi esposo	COMMC0026
YUAES0011325	Suuk in jaantik nonoj waaj yéetel in wíits'in	Acostumbro comer suficientes tortillas con mi hermanito	COMMC0026
YUAES0011326	Suuk in jaantik nonoj waaj yéetel in wíits'in	Acostumbro comer suficientes tortillas con mi hermanita	COMMC0026
YUAES0011327	Suuk in jaantik nonoj waaj yéetel in wíits'ino'ob	Acostumbro comer suficientes tortillas con mis hermanitos	COMMC0026
YUAES0011328	Suuk in jaantik nonoj waaj yéetel in wíits'ino'ob	Acostumbro comer suficientes tortillas con mis hermanitas	COMMC0026
YUAES0011329	Suuk in jaantik nonoj waaj yéetel in yuum	Acostumbro comer suficientes tortillas con mi papá	COMMC0026
YUAES0011330	Suuk in jaantik sak peet waaj	Acostumbro comer tortillas blancuscas	COMMC0026
YUAES0011331	Suuk in jaantik sak peet waaj tin naay	Acostumbro comer tortillas blancuscas en mi casa	COMMC0026
YUAES0011332	Suuk in jaantik sak peet waaj tin wotoch	Acostumbro comer tortillas blancuscas en mi casa	COMMC0026
YUAES0011333	Suuk in jaantik sak peet waaj yéetel in chiich	Acostumbro comer tortillas blancuscas con mi abuela	COMMC0026
YUAES0011334	Suuk in jaantik sak peet waaj yéetel in chiicho'ob	Acostumbro comer tortillas blancuscas con mis abuelos	COMMC0026
YUAES0011335	Suuk in jaantik sak peet waaj yéetel in chiicho'ob	Acostumbro comer tortillas blancuscas con mis abuelas	COMMC0026
YUAES0011336	Suuk in jaantik sak peet waaj yéetel in kiik	Acostumbro comer tortillas blancuscas con mi hermana	COMMC0026
YUAES0011337	Suuk in jaantik sak peet waaj yéetel in kiiko'ob	Acostumbro comer tortillas blancuscas con mis hermanas	COMMC0026
YUAES0011338	Suuk in jaantik sak peet waaj yéetel in na'	Acostumbro comer tortillas blancuscas con mi mamá	COMMC0026
YUAES0011339	Suuk in jaantik sak peet waaj yéetel in nool	Acostumbro comer tortillas blancuscas con mi abuelo	COMMC0026
YUAES0011340	Suuk in jaantik sak peet waaj yéetel in suku'un	Acostumbro comer tortillas blancuscas con mi hermano	COMMC0026
YUAES0011341	Suuk in jaantik sak peet waaj yéetel in suku'uno'ob	Acostumbro comer tortillas blancuscas con mis hermanos	COMMC0026
YUAES0011342	Suuk in jaantik sak peet waaj yéetel in wáabil	Acostumbro comer tortillas blancuscas con mi nieto	COMMC0026
YUAES0011343	Suuk in jaantik sak peet waaj yéetel in wáabil	Acostumbro comer tortillas blancuscas con mi nieta	COMMC0026
YUAES0011344	Suuk in jaantik sak peet waaj yéetel in wáabilo'ob	Acostumbro comer tortillas blancuscas con mis nietas	COMMC0026
YUAES0011345	Suuk in jaantik sak peet waaj yéetel in wáabilo'ob	Acostumbro comer tortillas blancuscas con mis nietos	COMMC0026
YUAES0011346	Suuk in jaantik sak peet waaj yéetel in waal	Acostumbro comer tortillas blancuscas con mi hijo	COMMC0026
YUAES0011347	Suuk in jaantik sak peet waaj yéetel in waal	Acostumbro comer tortillas blancuscas con mi hija	COMMC0026
YUAES0011348	Suuk in jaantik sak peet waaj yéetel in waalo'ob	Acostumbro comer tortillas blancuscas con mis hijos	COMMC0026
YUAES0011349	Suuk in jaantik sak peet waaj yéetel in watan	Acostumbro comer tortillas blancuscas con mi esposa	COMMC0026
YUAES0011350	Suuk in jaantik sak peet waaj yéetel in wíicham	Acostumbro comer tortillas blancuscas con mi esposo	COMMC0026
YUAES0011351	Suuk in jaantik sak peet waaj yéetel in wíits'in	Acostumbro comer tortillas blancuscas con mi hermanito	COMMC0026
YUAES0011352	Suuk in jaantik sak peet waaj yéetel in wíits'in	Acostumbro comer tortillas blancuscas con mi hermanita	COMMC0026
YUAES0011353	Suuk in jaantik sak peet waaj yéetel in wíits'ino'ob	Acostumbro comer tortillas blancuscas con mis hermanitos	COMMC0026
YUAES0011354	Suuk in jaantik sak peet waaj yéetel in wíits'ino'ob	Acostumbro comer tortillas blancuscas con mis hermanitas	COMMC0026
YUAES0011355	Suuk in jaantik sak peet waaj yéetel in yuum	Acostumbro comer tortillas blancuscas con mi papá	COMMC0026
YUAES0011356	Suuk in jaantik sak waaj	Acostumbro comer tortillas blancas	COMMC0026
YUAES0011357	Suuk in jaantik sak waaj tin naay	Acostumbro comer tortillas blancas en mi casa	COMMC0026
YUAES0011358	Suuk in jaantik sak waaj tin wotoch	Acostumbro comer tortillas blancas en mi casa	COMMC0026
YUAES0011359	Suuk in jaantik sak waaj yéetel in chiich	Acostumbro comer tortillas blancas con mi abuela	COMMC0026
YUAES0011360	Suuk in jaantik sak waaj yéetel in chiicho'ob	Acostumbro comer tortillas blancas con mis abuelas	COMMC0026
YUAES0011361	Suuk in jaantik sak waaj yéetel in kiik	Acostumbro comer tortillas blancas con mi hermana	COMMC0026
YUAES0011362	Suuk in jaantik sak waaj yéetel in kiiko'ob	Acostumbro comer tortillas blancas con mis hermanas	COMMC0026
YUAES0011363	Suuk in jaantik sak waaj yéetel in na'	Acostumbro comer tortillas blancas con mi mamá	COMMC0026
YUAES0011364	Suuk in jaantik sak waaj yéetel in nool	Acostumbro comer tortillas blancas con mi abuelo	COMMC0026
YUAES0011365	Suuk in jaantik sak waaj yéetel in noolo'ob	Acostumbro comer tortillas blancas con mis abuelos	COMMC0026
YUAES0011366	Suuk in jaantik sak waaj yéetel in suku'un	Acostumbro comer tortillas blancas con mi hermano	COMMC0026
YUAES0011367	Suuk in jaantik sak waaj yéetel in suku'uno'ob	Acostumbro comer tortillas blancas con mis hermanos	COMMC0026
YUAES0011368	Suuk in jaantik sak waaj yéetel in wáabil	Acostumbro comer tortillas blancas con mi nieto	COMMC0026
YUAES0011369	Suuk in jaantik sak waaj yéetel in wáabil	Acostumbro comer tortillas blancas con mi nieta	COMMC0026
YUAES0011370	Suuk in jaantik sak waaj yéetel in wáabilo'ob	Acostumbro comer tortillas blancas con mis nietas	COMMC0026
YUAES0011371	Suuk in jaantik sak waaj yéetel in wáabilo'ob	Acostumbro comer tortillas blancas con mis nietos	COMMC0026
YUAES0011372	Suuk in jaantik sak waaj yéetel in waal	Acostumbro comer tortillas blancas con mi hijo	COMMC0026
YUAES0011373	Suuk in jaantik sak waaj yéetel in waal	Acostumbro comer tortillas blancas con mi hija	COMMC0026
YUAES0011374	Suuk in jaantik sak waaj yéetel in waalo'ob	Acostumbro comer tortillas blancas con mis hijos	COMMC0026
YUAES0011375	Suuk in jaantik sak waaj yéetel in watan	Acostumbro comer tortillas blancas con mi esposa	COMMC0026
YUAES0011376	Suuk in jaantik sak waaj yéetel in wíicham	Acostumbro comer tortillas blancas con mi esposo	COMMC0026
YUAES0011377	Suuk in jaantik sak waaj yéetel in wíits'in	Acostumbro comer tortillas blancas con mi hermanito	COMMC0026
YUAES0011378	Suuk in jaantik sak waaj yéetel in wíits'in	Acostumbro comer tortillas blancas con mi hermanita	COMMC0026
YUAES0011379	Suuk in jaantik sak waaj yéetel in wíits'ino'ob	Acostumbro comer tortillas blancas con mis hermanitos	COMMC0026
YUAES0011380	Suuk in jaantik sak waaj yéetel in wíits'ino'ob	Acostumbro comer tortillas blancas con mis hermanitas	COMMC0026
YUAES0011381	Suuk in jaantik sak waaj yéetel in yuum	Acostumbro comer tortillas blancas con mi papá	COMMC0026
YUAES0011382	Suuk in jaantik síis waaj	Acostumbro comer tortillas frías	COMMC0026
YUAES0011383	Suuk in jaantik síis waaj tin naay	Acostumbro comer tortillas frías en mi casa	COMMC0026
YUAES0011384	Suuk in jaantik síis waaj tin wotoch	Acostumbro comer tortillas frías en mi casa	COMMC0026
YUAES0011385	Suuk in jaantik síis waaj yéetel in chiich	Acostumbro comer tortillas frías con mi abuela	COMMC0026
YUAES0011386	Suuk in jaantik síis waaj yéetel in chiicho'ob	Acostumbro comer tortillas frías con mis abuelas	COMMC0026
YUAES0011387	Suuk in jaantik síis waaj yéetel in kiik	Acostumbro comer tortillas frías con mi hermana	COMMC0026
YUAES0011388	Suuk in jaantik síis waaj yéetel in kiiko'ob	Acostumbro comer tortillas frías con mis hermanas	COMMC0026
YUAES0011389	Suuk in jaantik síis waaj yéetel in na'	Acostumbro comer tortillas frías con mi mamá	COMMC0026
YUAES0011390	Suuk in jaantik síis waaj yéetel in nool	Acostumbro comer tortillas frías con mi abuelo	COMMC0026
YUAES0011391	Suuk in jaantik síis waaj yéetel in noolo'ob	Acostumbro comer tortillas frías con mis abuelos	COMMC0026
YUAES0011392	Suuk in jaantik síis waaj yéetel in suku'un	Acostumbro comer tortillas frías con mi hermano	COMMC0026
YUAES0011393	Suuk in jaantik síis waaj yéetel in suku'uno'ob	Acostumbro comer tortillas frías con mis hermanos	COMMC0026
YUAES0011394	Suuk in jaantik síis waaj yéetel in wáabil	Acostumbro comer tortillas frías con mi nieto	COMMC0026
YUAES0011395	Suuk in jaantik síis waaj yéetel in wáabil	Acostumbro comer tortillas frías con mi nieta	COMMC0026
YUAES0011396	Suuk in jaantik síis waaj yéetel in wáabilo'ob	Acostumbro comer tortillas frías con mis nietas	COMMC0026
YUAES0011397	Suuk in jaantik síis waaj yéetel in wáabilo'ob	Acostumbro comer tortillas frías con mis nietos	COMMC0026
YUAES0011398	Suuk in jaantik síis waaj yéetel in waal	Acostumbro comer tortillas frías con mi hijo	COMMC0026
YUAES0011399	Suuk in jaantik síis waaj yéetel in waal	Acostumbro comer tortillas frías con mi hija	COMMC0026
YUAES0011400	Suuk in jaantik síis waaj yéetel in waalo'ob	Acostumbro comer tortillas frías con mis hijos	COMMC0026
YUAES0011401	Suuk in jaantik síis waaj yéetel in watan	Acostumbro comer tortillas frías con mi esposa	COMMC0026
YUAES0011402	Suuk in jaantik síis waaj yéetel in wíicham	Acostumbro comer tortillas frías con mi esposo	COMMC0026
YUAES0011403	Suuk in jaantik síis waaj yéetel in wíits'in	Acostumbro comer tortillas frías con mi hermanito	COMMC0026
YUAES0011404	Suuk in jaantik síis waaj yéetel in wíits'in	Acostumbro comer tortillas frías con mi hermanita	COMMC0026
YUAES0011405	Suuk in jaantik síis waaj yéetel in wíits'ino'ob	Acostumbro comer tortillas frías con mis hermanitos	COMMC0026
YUAES0011406	Suuk in jaantik síis waaj yéetel in wíits'ino'ob	Acostumbro comer tortillas frías con mis hermanitas	COMMC0026
YUAES0011407	Suuk in jaantik síis waaj yéetel in yuum	Acostumbro comer tortillas frías con mi papá	COMMC0026
YUAES0011408	Suuk in jaantik ts'u'uy waaj	Acostumbro comer tortillas duras	COMMC0026
YUAES0011409	Suuk in jaantik ts'u'uy waaj tin naay	Acostumbro comer tortillas duras en mi casa	COMMC0026
YUAES0011410	Suuk in jaantik ts'u'uy waaj tin wotoch	Acostumbro comer tortillas duras en mi casa	COMMC0026
YUAES0011411	Suuk in jaantik ts'u'uy waaj yéetel in chiich	Acostumbro comer tortillas duras con mi abuela	COMMC0026
YUAES0011412	Suuk in jaantik ts'u'uy waaj yéetel in chiicho'ob	Acostumbro comer tortillas duras con mis abuelas	COMMC0026
YUAES0011413	Suuk in jaantik ts'u'uy waaj yéetel in kiik	Acostumbro comer tortillas duras con mi hermana	COMMC0026
YUAES0011414	Suuk in jaantik ts'u'uy waaj yéetel in kiiko'ob	Acostumbro comer tortillas duras con mis hermanas	COMMC0026
YUAES0011415	Suuk in jaantik ts'u'uy waaj yéetel in na'	Acostumbro comer tortillas duras con mi mamá	COMMC0026
YUAES0011416	Suuk in jaantik ts'u'uy waaj yéetel in nool	Acostumbro comer tortillas duras con mi abuelo	COMMC0026
YUAES0011417	Suuk in jaantik ts'u'uy waaj yéetel in noolo'ob	Acostumbro comer tortillas duras con mis abuelos	COMMC0026
YUAES0011418	Suuk in jaantik ts'u'uy waaj yéetel in suku'un	Acostumbro comer tortillas duras con mi hermano	COMMC0026
YUAES0011419	Suuk in jaantik ts'u'uy waaj yéetel in suku'uno'ob	Acostumbro comer tortillas duras con mis hermanos	COMMC0026
YUAES0011420	Suuk in jaantik ts'u'uy waaj yéetel in wáabil	Acostumbro comer tortillas duras con mi nieto	COMMC0026
YUAES0011421	Suuk in jaantik ts'u'uy waaj yéetel in wáabil	Acostumbro comer tortillas duras con mi nieta	COMMC0026
YUAES0011422	Suuk in jaantik ts'u'uy waaj yéetel in wáabilo'ob	Acostumbro comer tortillas duras con mis nietas	COMMC0026
YUAES0011423	Suuk in jaantik ts'u'uy waaj yéetel in wáabilo'ob	Acostumbro comer tortillas duras con mis nietos	COMMC0026
YUAES0011424	Suuk in jaantik ts'u'uy waaj yéetel in waal	Acostumbro comer tortillas duras con mi hijo	COMMC0026
YUAES0011425	Suuk in jaantik ts'u'uy waaj yéetel in waal	Acostumbro comer tortillas duras con mi hija	COMMC0026
YUAES0011426	Suuk in jaantik ts'u'uy waaj yéetel in waalo'ob	Acostumbro comer tortillas duras con mis hijos	COMMC0026
YUAES0011427	Suuk in jaantik ts'u'uy waaj yéetel in watan	Acostumbro comer tortillas duras con mi esposa	COMMC0026
YUAES0011428	Suuk in jaantik ts'u'uy waaj yéetel in wíicham	Acostumbro comer tortillas duras con mi esposo	COMMC0026
YUAES0011429	Suuk in jaantik ts'u'uy waaj yéetel in wíits'in	Acostumbro comer tortillas duras con mi hermanito	COMMC0026
YUAES0011430	Suuk in jaantik ts'u'uy waaj yéetel in wíits'in	Acostumbro comer tortillas duras con mi hermanita	COMMC0026
YUAES0011431	Suuk in jaantik ts'u'uy waaj yéetel in wíits'ino'ob	Acostumbro comer tortillas duras con mis hermanitos	COMMC0026
YUAES0011432	Suuk in jaantik ts'u'uy waaj yéetel in wíits'ino'ob	Acostumbro comer tortillas duras con mis hermanitas	COMMC0026
YUAES0011433	Suuk in jaantik ts'u'uy waaj yéetel in yuum	Acostumbro comer tortillas duras con mi papá	COMMC0026
YUAES0011434	Suuk in jaantik waaj	Acostumbro comer tortillas	COMMC0026
YUAES0011435	Suuk in jaantik waaj tin naay	Acostumbro comer tortillas en mi casa	COMMC0026
YUAES0011436	Suuk in jaantik waaj tin naay yéetel in chiich	Acostumbro comer tortillas en mi casa con mi abuela	COMMC0026
YUAES0011437	Suuk in jaantik waaj tin naay yéetel in chiicho'ob	Acostumbro comer tortillas en mi casa con mis abuelas	COMMC0026
YUAES0011438	Suuk in jaantik waaj tin naay yéetel in kiik	Acostumbro comer tortillas en mi casa con mi hermana	COMMC0026
YUAES0011439	Suuk in jaantik waaj tin naay yéetel in kiiko'ob	Acostumbro comer tortillas en mi casa con mis hermanas	COMMC0026
YUAES0011440	Suuk in jaantik waaj tin naay yéetel in na'	Acostumbro comer tortillas en mi casa con mi mamá	COMMC0026
YUAES0011441	Suuk in jaantik waaj tin naay yéetel in nool	Acostumbro comer tortillas en mi casa con mi abuelo	COMMC0026
YUAES0011442	Suuk in jaantik waaj tin naay yéetel in noolo'ob	Acostumbro comer tortillas en mi casa con mis abuelos	COMMC0026
YUAES0011443	Suuk in jaantik waaj tin naay yéetel in suku'un	Acostumbro comer tortillas en mi casa con mi hermano	COMMC0026
YUAES0011444	Suuk in jaantik waaj tin naay yéetel in suku'uno'ob	Acostumbro comer tortillas en mi casa con mis hermanos	COMMC0026
YUAES0011445	Suuk in jaantik waaj tin naay yéetel in wáabil	Acostumbro comer tortillas en mi casa con mi nieto	COMMC0026
YUAES0011446	Suuk in jaantik waaj tin naay yéetel in wáabil	Acostumbro comer tortillas en mi casa con mi nieta	COMMC0026
YUAES0011447	Suuk in jaantik waaj tin naay yéetel in wáabilo'ob	Acostumbro comer tortillas en mi casa con mis nietos	COMMC0026
YUAES0011448	Suuk in jaantik waaj tin naay yéetel in wáabilo'ob	Acostumbro comer tortillas en mi casa con mis nietas	COMMC0026
YUAES0011449	Suuk in jaantik waaj tin naay yéetel in waal	Acostumbro comer tortillas en mi casa con mi hijo	COMMC0026
YUAES0011450	Suuk in jaantik waaj tin naay yéetel in waal	Acostumbro comer tortillas en mi casa con mi hija	COMMC0026
YUAES0011451	Suuk in jaantik waaj tin naay yéetel in waalo'ob	Acostumbro comer tortillas en mi casa con mis hijos	COMMC0026
YUAES0011452	Suuk in jaantik waaj tin naay yéetel in watan	Acostumbro comer tortillas en mi casa con mi esposa	COMMC0026
YUAES0011453	Suuk in jaantik waaj tin naay yéetel in wíicham	Acostumbro comer tortillas en mi casa con mi esposo	COMMC0026
YUAES0011454	Suuk in jaantik waaj tin naay yéetel in wíits'in	Acostumbro comer tortillas en mi casa con mi hermanito	COMMC0026
YUAES0011455	Suuk in jaantik waaj tin naay yéetel in wíits'in	Acostumbro comer tortillas en mi casa con mi hermanita	COMMC0026
YUAES0011456	Suuk in jaantik waaj tin naay yéetel in wíits'ino'ob	Acostumbro comer tortillas en mi casa con mis hermanitos	COMMC0026
YUAES0011457	Suuk in jaantik waaj tin naay yéetel in wíits'ino'ob	Acostumbro comer tortillas en mi casa con mis hermanitas	COMMC0026
YUAES0011458	Suuk in jaantik waaj tin naay yéetel in yuum	Acostumbro comer tortillas en mi casa con mi papá	COMMC0026
YUAES0011459	Suuk in jaantik waaj tin wotoch	Acostumbro comer tortillas en mi casa	COMMC0026
YUAES0011460	Suuk in jaantik waaj tin wotoch yéetel in chiich	Acostumbro comer tortillas en mi casa con mi abuela	COMMC0026
